"Anon_Clara_1864" "Barclay_Ladies_1917" "Bennet_Babylon_1902" "Blackmore_Erema_1877" "Burnett_Garden_1911" "Cbronte_Jane_1847" "Chesterton_Innocence_1911" "Conrad_Almayer_1895" "Corelli_Innocent_1914" "Dickens_Bleak_1853" "Doyle_Hound_1902" "Eliot_Adam_1859" "Ford_Girl_1907" "Forster_Angels_1905" "Galsworthy_Man_1906" "Gaskell_Lovers_1863" "Gissing_Unclassed_1884" "Haggard_Mines_1885" "Hardy_Jude_1895" "James_Ambassadors_1903" "Kipling_Captains_1896" "Lawrence_Peacock_1911" "Lee_Albany_1884" "Lytton_Kenelm_1873" "Meredith_Feverel_1859" "Morris_Roots_1890" "Schreiner_Farm_1883" "Stevenson_Arrow_1888" "Thackeray_Esmond_1852" "Trollope_Phineas_1869" "Ward_Ashe_1905" "Wcollins_Basil_1852" "Woolf_Lighthouse_1927"
"we" 0.283277474609286 0.157104048702255 0.182029036567285 0.28345078862841 0.111039826284361 0.164068470529134 0.164398806211746 0.128771740167244 0.179834835900712 0.366479629864012 0.761933595721062 0.204964594916693 0.106147976016295 0.282616103104768 0.0493763944259537 0.104561495229382 0.147303701806071 1.32287321757687 0.23229601935342 0.126389986024184 0.267465295436138 0.585138920189305 0.22137988150602 0.215160456432619 0.230989285650827 0.526298732864504 0.614264024372091 0.276638961233162 0.239851805848529 0.176299306935198 0.12268152707311 0.250729864331101 0.0775227184633275
"who" 0.197836512788173 0.207017314175367 0.217260462999662 0.224123879380603 0.166559739426541 0.152311120849522 0.257979665132278 0.125592191027312 0.227159792716689 0.225850454935381 0.250613920005382 0.225368310247766 0.22950913733253 0.292637950732597 0.248710727478878 0.213828257744086 0.147303701806071 0.367397419730333 0.195870903892677 0.119098256061251 0.190239400275 0.120730176105084 0.460279034210359 0.329529728177142 0.228620164772357 0.300742133065431 0.236179059451628 0.160749666662513 0.433660631110064 0.286249412335644 0.218331531231806 0.159711488923235 0.152174225131717
"your" 0.273105931535344 0.180833306058325 0.287723315864418 0.288244882305 0.102403395351133 0.362874565111668 0.137842075977541 0.190772948395917 0.285527239456394 0.238507080678958 0.29939112591247 0.23696133032224 0.289755285882319 0.168367040147522 0.13624227350865 0.0407789831394589 0.179326245676957 0.123678339315162 0.209616230481636 0.156164550039497 0.280650204366088 0.147290814848202 0.0302605593425495 0.380708671697522 0.24461173070203 0.0550928476520725 0.203431542804974 0.372590312651871 0.249488708762086 0.201701572665646 0.150406165959688 0.368366821226172 0.0401969651291327
"could" 0.345323887360332 0.216018066965601 0.245152008925295 0.390119372932547 0.289937324186942 0.269884617645644 0.208660023268754 0.206670694095577 0.209018559270565 0.192380711302367 0.338076496114643 0.256437604047355 0.332788249132169 0.27259425547694 0.296258366555722 0.280224807214743 0.331433329063661 0.197642836356582 0.257037607213547 0.238196512122501 0.163869582415099 0.177070924954123 0.178378034019239 0.197404496435752 0.221512802136947 0.095278218880643 0.156791140308224 0.124612144699622 0.200233427203906 0.290040795280486 0.21278660345449 0.279065773656191 0.424939345650832
"are" 0.19478504986599 0.118646286780349 0.240748080621247 0.22831871134762 0.225780980111533 0.325999241116521 0.201072386058981 0.182824075546088 0.329697199151306 0.303477759495985 0.334712550879672 0.189661808418387 0.120492297099578 0.278607364053637 0.103324677224681 0.0564632074238662 0.153708210580248 0.320108642933359 0.270095667473059 0.100868931153916 0.124314855625247 0.284118347767297 0.154488118748805 0.361908243465546 0.264749258169025 0.211297274524419 0.427702414385091 0.292838540044113 0.190061140795152 0.254780933893447 0.151099281931853 0.164863472436888 0.100492412822832
"out" 0.173424809410712 0.190652309102216 0.199644749783474 0.249292871182703 0.504614321670039 0.214838844145641 0.265567302342051 0.271851451464182 0.211384807111364 0.296446300749554 0.282571399737612 0.267103182515871 0.243853458415813 0.316690385039386 0.291686478182949 0.352372238923017 0.238567951838094 0.332233970317199 0.246728612271828 0.315367320896883 0.305136463807425 0.319532532758121 0.164044084856979 0.139436509387158 0.206705796646509 0.211945425673267 0.371138521995415 0.164488031003502 0.280540951483548 0.159996360272373 0.192686240261721 0.243860552979564 0.323011326930531
"do" 0.225808256241513 0.12519228880961 0.308274981283305 0.356560717196414 0.33558703054829 0.249042043213604 0.187161717841064 0.136720613017074 0.268174755290536 0.289977358702836 0.294345208060013 0.213311569370314 0.375821212382018 0.356777775550701 0.15178669397608 0.146908900797281 0.260983732547714 0.185517508972742 0.329887838135034 0.308683235097527 0.12996553088094 0.277679405041692 0.0637064407211569 0.26007259054234 0.338784285621213 0.135463590109213 0.272895972055452 0.159503545215517 0.126885888361834 0.48188477228954 0.195458704150378 0.170874119869483 0.101928018720301
"up" 0.19122500979011 0.166923051746146 0.217260462999662 0.266072199050769 0.387405616147658 0.206288044378651 0.331326824826749 0.295698070013672 0.261864761048406 0.261289007017396 0.206882631950752 0.286115735438008 0.243853458415813 0.304664167885991 0.267912658644527 0.366488040778983 0.232964006660689 0.334659035793966 0.260473938860787 0.275262806100747 0.499142980919553 0.39036090273977 0.151302796712748 0.143092148210043 0.183606868081427 0.308519946851606 0.405870736620655 0.190656581390422 0.198091893223116 0.204355540727036 0.249521749979207 0.160570152842178 0.387613592316637
"will" 0.244117033774609 0.246293326350931 0.340570455512984 0.227719449638046 0.154221980950501 0.328136941058268 0.15934038140523 0.173285428126292 0.272907250972133 0.226131713285238 0.29939112591247 0.154419027391988 0.106147976016295 0.304664167885991 0.0896090121063604 0.0778983139458894 0.206545407967209 0.286157726258609 0.12989333626567 0.0996536428267606 0.0527396357198019 0.141656739963298 0.0573357966490412 0.318040577590934 0.267118379047495 0.216482483715202 0.366176777048953 0.368851948310882 0.185778072833571 0.386341922079498 0.144861238182373 0.203503348789284 0.0746515066683894
"very" 0.211059518784297 0.0998265309462246 0.190836893175379 0.336785080780478 0.206040566549869 0.200943794524282 0.196013961252466 0.192362722965883 0.269752253851068 0.3040402761957 0.3195747973223 0.163229722648588 0.22090254468256 0.176384518249785 0.181961157236385 0.133838713893609 0.246573587805815 0.150354059559608 0.134016934242358 0.142796378440785 0.118664180369554 0.214094845626348 0.17678537300121 0.331618664647361 0.148662335123994 0.110833846452993 0.200454495837096 0.120873780358634 0.25751946119005 0.376105188128422 0.170506529152458 0.184612742572557 0.163659072311469
"them" 0.253271422541157 0.174287304029064 0.143861657932209 0.277458171532672 0.299807530967774 0.213235569189331 0.230158328696444 0.139900162157006 0.160904853174321 0.186755544305222 0.166515289131093 0.228614355868619 0.21229595203259 0.236515604016757 0.246881972129768 0.209122990458764 0.16571666453183 0.352847026869725 0.208928964152188 0.284985112717992 0.258047503343316 0.247899294935772 0.125820220424285 0.158236937619135 0.229212444991975 0.667595683313349 0.375107917952586 0.201871674413388 0.212011864098254 0.157721530505467 0.236352546508082 0.219817963249184 0.480927975652124
"more" 0.273105931535344 0.146466795404707 0.120374040310624 0.298432331367755 0.165325963578937 0.193461844728165 0.217512266680156 0.127181965597278 0.195609821506038 0.202506011897228 0.23547616644801 0.262002253683102 0.186476174082681 0.236515604016757 0.16733111444351 0.260880930597308 0.244171897015499 0.204918032786885 0.243292280624588 0.355471835693018 0.190239400275 0.117510704742281 0.321717525641842 0.267383868188109 0.155769697759404 0.144537706193084 0.148852348393883 0.206856160201373 0.239316422353332 0.179332413291072 0.182289500679254 0.276489781899365 0.146431801541841
"now" 0.360581201971245 0.224200569502177 0.195240821479426 0.348171053262381 0.132014015693629 0.356461465286425 0.116343770549851 0.279800324314012 0.21848355063376 0.255101323320536 0.198472768863323 0.259683649668208 0.140574346616175 0.252550560221282 0.190190556307377 0.211214220363351 0.201742026386576 0.231593753031332 0.318204310534418 0.220574831378745 0.182705166600742 0.185119603361128 0.109893610243996 0.216727158785283 0.250534532898205 0.418057491006903 0.228240267537288 0.351406248052935 0.169716567977642 0.249852136065151 0.191300008317392 0.291945732440323 0.348852233084974
"then" 0.246151342389397 0.353484109580074 0.306807005181956 0.225322402799751 0.202339239007057 0.263471517820401 0.24533360311599 0.217799116085339 0.238202282640417 0.154692092421494 0.253977865240354 0.170649255496251 0.154918667699458 0.238519973542322 0.138985406532314 0.223761599790877 0.28580120404765 0.258269473275778 0.186936441609853 0.275262806100747 0.231677685483415 0.386336563536267 0.0461871695228388 0.191137687025093 0.212036318623067 0.439446478918884 0.364192079070367 0.322745454772022 0.10975361651551 0.297244422875688 0.279325736782278 0.196634037437747 0.337367385905221
"little" 0.26140865700031 0.124374038555952 0.149733562337605 0.25348770314972 0.27389823816809 0.182773345019426 0.216247660478527 0.133541063877142 0.34783843259743 0.324009619035565 0.0958724391966899 0.203573432507756 0.163525260349428 0.232506864965625 0.228594418638675 0.234740556789962 0.209747662354297 0.158841788728296 0.223361557070596 0.298353284316704 0.218492776553465 0.317117929236019 0.14811747467669 0.142047679974933 0.146885494465141 0.191204588910134 0.498159192624862 0.154519059427532 0.246811791286098 0.129286158419145 0.178823920818431 0.176026103383136 0.23543936718492
"mr" 0.0630635670584406 0 0.346442359918381 0.101874490627547 0.0801954300942605 0.290727192077684 0.101168496130305 0.0127181965597278 0.0836074237082259 0.870213334458367 0.104282302284119 0.238816213534155 0.361476891298735 0.0661441943436692 0.0731502139643758 0.0240491439027578 0.179326245676957 0.0278882529828305 0.0419232460963272 0.0534726863948472 0.0282533762784653 0.0273655065838189 0.00955596610817354 0.250150142308797 0.130301648315851 0 0 0.00249224289399245 0.300350140805859 0.751072961373391 0.0519836979123347 0.20607934054611 0.311526479750779
"man" 0.129687174192761 0.141557293882761 0.25249188943204 0.25348770314972 0.0592212406849923 0.0753539229466056 0.470433507005918 0.259133254904455 0.197976069346837 0.1684737515645 0.336394523497157 0.188270646009451 0.175000717216054 0.128279649636207 0.19659120002926 0.159979087700954 0.109677212757781 0.266757202444466 0.175940180338685 0.112414170261895 0.286300879621781 0.111876629857377 0.294642288335351 0.351463561114448 0.203744395548422 0.304631039958518 0.22923261652658 0.319007090431033 0.173464252444026 0.280941476212863 0.153871745820511 0.129658251760261 0.119155289489929
"into" 0.119515631118819 0.292115340555756 0.162945347249747 0.149815427393451 0.234417411044761 0.141088196155347 0.242804390712732 0.27662077517408 0.153806109651925 0.20953747064366 0.185016987923437 0.19290785403924 0.186476174082681 0.182397626826482 0.242310083756995 0.248856358645929 0.180126809273729 0.174604714327287 0.184874642621509 0.121528832715562 0.214725659716336 0.242265220050868 0.154488118748805 0.278350784656762 0.140370412049349 0.236575169329488 0.268926576098282 0.194394945731411 0.146159694188948 0.138764615781252 0.221797111092628 0.170015455950541 0.205291643338071
"their" 0.123075671194699 0.124374038555952 0.0895465421822933 0.181576298000863 0.127078912303213 0.185445469946611 0.154281956598715 0.230517312645067 0.118312392039942 0.128535065884768 0.105964274901605 0.21052924455244 0.215164816249247 0.130284019161773 0.259683259573534 0.274473924977127 0.144101447418983 0.253419342322243 0.239855948977348 0.215713678070122 0.194006517112128 0.160168700299411 0.226157864560107 0.157192469384025 0.190121950497219 0.587224940856208 0.150837046372468 0.322745454772022 0.207193412641475 0.108812690516993 0.149019934015359 0.12536493216555 0.25123103205708
"like" 0.234962645008061 0.0597322685170032 0.132117849121416 0.22052830912316 0.431821546661403 0.195065119684475 0.432495320957054 0.111284219897619 0.274484749532666 0.172130110112644 0.0874625761092609 0.299099917921418 0.195082766732651 0.204445691607705 0.296258366555722 0.154228205463338 0.159312155757653 0.203705500048501 0.220612491752804 0.123959409369873 0.218492776553465 0.386336563536267 0.152895457730777 0.144136616445152 0.195452472473777 0.118611660239168 0.180607516051245 0.199379431519396 0.101722864087546 0.115258041523226 0.171892761096787 0.120212948651898 0.343109809495097
"about" 0.137824408651915 0.0572775177560305 0.196708797580775 0.229517234766767 0.451561960223067 0.116504646825248 0.24533360311599 0.0937966996279928 0.197976069346837 0.194349519751368 0.176607124836008 0.251800396017566 0.166394124566084 0.166362670621956 0.224936907940456 0.190301921317475 0.242570769821955 0.226743622077796 0.207554431493292 0.19140791152701 0.135616206136633 0.164997907343614 0.125820220424285 0.104969057628535 0.135632170292409 0.216482483715202 0.147859999404591 0.138319480616581 0.142412009722564 0.239994540408559 0.133771382627741 0.18976472608621 0.340238597700159
"some" 0.195802204173384 0.0589140182633457 0.167349275553794 0.167194016971092 0.150520653407689 0.198806094582534 0.216247660478527 0.144669485866904 0.159327354613789 0.160598517768496 0.237158139065496 0.173431580314124 0.129098889749548 0.128279649636207 0.163673603745291 0.219056332505555 0.230562315870373 0.175817247065671 0.183500109962613 0.13854286929574 0.135616206136633 0.15855896461801 0.141746830604574 0.160848108206909 0.106018159311533 0.173056356742392 0.157783489297516 0.204363917307381 0.10761208253472 0.167579126162059 0.21902464720397 0.170874119869483 0.321575721033062
"did" 0.188682124021625 0.136647792360816 0.161477371148398 0.197157102449782 0.35409366826235 0.210563444262146 0.169457231018261 0.151028584146768 0.119889890600475 0.117003473540621 0.190062905775894 0.0899618357779148 0.26393550793241 0.304664167885991 0.210306865147581 0.192915958698209 0.192935826822083 0.141866330390921 0.214427094787772 0.0850701829008932 0.152568231903712 0.171436850069219 0.105115627189909 0.192704389377758 0.219143681258477 0.065463266033639 0.130990066586617 0.083490136948747 0.163827349530469 0.261605423194164 0.163575369430813 0.110767645543534 0.328753750520407
"than" 0.197327935634475 0.142375544136419 0.0998223748917368 0.247495086053981 0.124611360608005 0.152311120849522 0.135312863574283 0.0620012082286732 0.174313590938848 0.148504408724634 0.148013590338749 0.235570167913303 0.0975413833663253 0.172375779198653 0.117954720017556 0.16572996993857 0.168918918918919 0.127315937530313 0.200681768198812 0.226043628850945 0.0753423367425741 0.0651942950967451 0.243677135758425 0.227171841136381 0.134447609853174 0.128982078620734 0.122058925682984 0.105920322994679 0.242528723324517 0.204355540727036 0.129612686794754 0.194916709599863 0.0717802948734513
"know" 0.194276472712293 0.1080090334828 0.239280104519898 0.176782204324272 0.217144549178305 0.121848896679618 0.161869593808488 0.103335347047789 0.213751054952162 0.250319931372963 0.198472768863323 0.215630173385208 0.137705482399518 0.19241947445431 0.146300427928752 0.103515880277088 0.196138081209171 0.118828208361626 0.227485155047284 0.218751898888011 0.158218907159406 0.209265638582145 0.0493724915588966 0.13212523174139 0.216774560380007 0.0738892309686619 0.175645771104782 0.0647983152438037 0.124208970885846 0.217625381033986 0.189220660400898 0.136527563111798 0.054553024103823
"see" 0.181053466716168 0.0940987791706215 0.170285227756492 0.193561532192339 0.252924048758822 0.14750129598059 0.139106682179169 0.149438809576802 0.137242374766333 0.148785667074491 0.190062905775894 0.231396680686492 0.146312075049488 0.210458800184402 0.163673603745291 0.168344007319305 0.168918918918919 0.195217770879814 0.191060039586541 0.248526462903324 0.209074984460643 0.219728920511252 0.0764477288653883 0.148836723503146 0.210259477964214 0.145185857341932 0.22923261652658 0.133334994828596 0.109218233020312 0.134594094541925 0.14139565832155 0.150266185814872 0.14786740743931
"only" 0.197327935634475 0.0662782705462639 0.161477371148398 0.226520926218898 0.0974682919607166 0.155517670762143 0.225099903889929 0.18600362468602 0.141186121167664 0.111378306543476 0.163151343896121 0.148390656953262 0.137705482399518 0.156340822994127 0.124355363739439 0.15056855313031 0.207345971563981 0.129741003007081 0.186249175280405 0.23576593546819 0.0922943625096532 0.127169118830688 0.178378034019239 0.133691934094054 0.116086923045031 0.0265741971027644 0.171676375147612 0.0523371007738414 0.129562805837822 0.127011328652239 0.140702542349386 0.186330070410441 0.143560589746903
